2010,Solar Mounting/Rack,"12/542,760",FUSED WIRING HARNESS FOR A PHOTOVOLTAIC SYSTEM,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100139733%22.PGNR.&OS=DN/20100139733&RS=DN/20100139733
2010,Solar Mounting/Rack,"12/543,559",Combined Frame for a Photovoltaic Module,Sinshih Hsiang,N/A,Taiwan,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100243034%22.PGNR.&OS=DN/20100243034&RS=DN/20100243034
2011,Solar Mounting/Rack,"12/549,339",Novel Design For Mounting Assembly For Photovoltaic Arrays,"Carlsbad, CA",USA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110049322%22.PGNR.&OS=DN/20110049322&RS=DN/20110049322
2010,Solar Mounting/Rack,"12/557,389",Mounting Systems for Photovoltaic Modules,"Robbinsville, NJ",USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100059641%22.PGNR.&OS=DN/20100059641&RS=DN/20100059641
2010,Solar Mounting/Rack,"12/561,254",COMPRESSION OR ARCHED MOUNTING OF SOLAR PANELS,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100096073%22.PGNR.&OS=DN/20100096073&RS=DN/20100096073
2010,Solar Monitoring,"12/562,491 ",Systems and Methods for Distributed Power Factor Correction and Phase Balancing,"Los Gatos, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100332047%22.PGNR.&OS=DN/20100332047&RS=DN/20100332047
2010,Solar Mounting/Rack,"12/564,664",Method of Operating Building Integrated Photovoltaic Conversion System ,"Alameda, CA",USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100071747%22.PGNR.&OS=DN/20100071747&RS=DN/20100071747
2010,Solar Mounting/Rack,"12/564,732",Unitized Curtain Wall Module Adapted for Integrated Photovoltaic Conversion Module ,"Alameda, CA",USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100071280%22.PGNR.&OS=DN/20100071280&RS=DN/20100071280
2010,Solar Mounting/Rack,"12/564,748",Unitized Building Integrated Photovoltaic Conversion Module Adapted With Electrical Isolation and Grounding ,"(Alameda, CA)",USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100071281%22.PGNR.&OS=DN/20100071281&RS=DN/20100071281
2010,Solar Mounting/Rack,"12/564,774",Electrical Raceway for Building Integrated Solar PV System,"(Alameda, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100071952%22.PGNR.&OS=DN/20100071952&RS=DN/20100071952
2010,Solar Mounting/Rack,"12/564,783",Method of Assembling Building Integrated Photovoltaic Conversion System,"(Alameda, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100071310%22.PGNR.&OS=DN/20100071310&RS=DN/20100071310
2010,Solar Inverter,"12/565,004",SOLAR POWER GENERATION STABILIZATION SYSTEM AND METHOD,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100008119%22.PGNR.&OS=DN/20100008119&RS=DN/20100008119
2010,Solar Inverter,"12/567,169",Systems and Methods to Balance Solar Panels in a Multi-Panel System ,"Los Gatos, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100127571%22.PGNR.&OS=DN/20100127571&RS=DN/20100127571
2010,Solar Monitoring,"12/575,293 ",Photovoltaic Module Monitoring System,"(Portland, OR)",OR,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100085670%22.PGNR.&OS=DN/20100085670&RS=DN/20100085670
2010,Solar Mounting/Rack,"12/581,793",DEVICE SYSTEM AND METHOD FOR COUPLING MULTIPLE PHOTOVOLTAIC ARRAYS,"Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100032002%22.PGNR.&OS=DN/20100032002&RS=DN/20100032002
2010,Solar Mounting/Rack,"12/586,943",Photovoltaic and thermal energy system,Bridgeport CT,CT,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100275902%22.PGNR.&OS=DN/20100275902&RS=DN/20100275902
2010,Solar Mounting/Rack,"12/587,111",Thin film solar cell string ,"Tucson, AZ",AZ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100147356%22.PGNR.&OS=DN/20100147356&RS=DN/20100147356
2010,Solar Mounting/Rack,"12/590,222",Photovoltaic power farm structure and installation,"(Morgan Hill, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100108118%22.PGNR.&OS=DN/20100108118&RS=DN/20100108118
2010,Solar Mounting/Rack,"12/592,751",Assembly and method for mounting solar panels to structural surfaces,"Westford, MA",MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100154784%22.PGNR.&OS=DN/20100154784&RS=DN/20100154784
2010,Solar Mounting/Rack,"12/592,889",Mounting rail and power distribution system for use in a photovoltaic system,"Petaluma, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100139945%22.PGNR.&OS=DN/20100139945&RS=DN/20100139945
2010,Solar Mounting/Rack,"12/596,654",STRUCTURE FOR MOUNTING ON A BUILDING WALL FRAMES FOR HOLDING PANELS SUCH AS PHOTOVOLTAIC PANELS ,Saint Denis,N/A,France,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100132274%22.PGNR.&OS=DN/20100132274&RS=DN/20100132274
2010,Solar Mounting/Rack,"12/597,005",DEVICE FOR MOUNTING SOLAR MODULES,Schwedt,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100127142%22.PGNR.&OS=DN/20100127142&RS=DN/20100127142
2011,Solar Inverter,"12/600,115",POWER GENERATION SYSTEM COMPRISING A PLURALITY OF INVERTERS,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110221269%22.PGNR.&OS=DN/20110221269&RS=DN/20110221269
2010,Solar Mounting/Rack,"12/601,240","Cost Effective, Elongate Member Mounting System For Photovoltaic Devices","San Jose, CA",CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100269428%22.PGNR.&OS=DN/20100269428&RS=DN/20100269428
2010,Solar Inverter,"12/601,493",PHOTOVOLTAIC POWER CONDITIONING SYSTEM AND METHOD,Changwon,N/A,Taiwan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100142227%22.PGNR.&OS=DN/20100142227&RS=DN/20100142227
2010,Solar Mounting/Rack,"12/605,513",Modular Solar Panel Racking System,"Saline, MI",MI,USA,http://www.google.com/patents?id=RJHVAAAAEBAJ&zoom=4&dq=solar%20rack!&pg=PA1#v=onepage&q=solar%20rack!&f=false
2011,Solar Inverter,"12/609,742",POWER INVERTER DOCKING SYSTEM FOR PHOTOVOLTAIC MODULES,"Austin, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110083733%22.PGNR.&OS=DN/20110083733&RS=DN/20110083733
2011,Solar Mounting/Rack,"12/612,170",SYSTEM AND METHOD FOR GROUNDING PHOTOVOLTAIC MODULES,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110100433%22.PGNR.&OS=DN/20110100433&RS=DN/20110100433
2012,Solar Monitoring,"12/612,641 ",Enhanced Systems and Methods for Using a Power Converter for Balancing Modules in Single-String and Multi-String Configurations ,"Los Gatos, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120255591%22.PGNR.&OS=DN/20120255591&RS=DN/20120255591
2010,Solar Mounting/Rack,"12/618,468",Plank Based Photovoltaic Conversion System,"Alameda, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100126087%22.PGNR.&OS=DN/20100126087&RS=DN/20100126087
2010,Solar Monitoring,"12/619,322 ",Techniques for Monitoring Solar Array Performance and Applications Thereof ,"Albuquerque, NM",NM,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100108860%22.PGNR.&OS=DN/20100108860&RS=DN/20100108860
2010,Solar Mounting/Rack,"12/625,363",MOUNTING SUPPORT FOR A PHOTOVOLTAIC MODULE ,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100146877%22.PGNR.&OS=DN/20100146877&RS=DN/20100146877
2010,Solar Inverter,"12/625,645",REDUCING PHOTOVOLTAIC ARRAY VOLTAGE DURING INVERTER RE-ENABLEMENT,"Devens, MA",MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100275966%22.PGNR.&OS=DN/20100275966&RS=DN/20100275966
2010,Solar Mounting/Rack,"12/626,878",Wind Uplift Resistant Module Mounting System,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100218441%22.PGNR.&OS=DN/20100218441&RS=DN/20100218441
2010,Solar Mounting/Rack,"12/628,812",Non-Corrosive Photovoltaic Panel Mounting Bracket,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100193012%22.PGNR.&OS=DN/20100193012&RS=DN/20100193012
2010,Solar Inverter,"12/641,154",UTILITY-INTERACTIVE INVERTER SYSTEM ARCHITECTURE AND METHOD OF OPERATION THEREOF,"Richardson, TX",TX,USA,"http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%22641,154%22.APN.&OS=APN/%22641,154%22&RS=APN/%22641,154%22"
2010,Solar Inverter,"12/657,069",Apparatus for coupling power generated by a photovoltaic module to an output,"Petaluma, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100263704%22.PGNR.&OS=DN/20100263704&RS=DN/20100263704
2011,Solar Mounting/Rack,"12/658,510",Solar Panel mounting system and installation,"(Sarasota, FL)",FL,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110192098%22.PGNR.&OS=DN/20110192098&RS=DN/20110192098
2010,Solar Inverter,"12/663,499",Delivery of Electric Power by Means of a Plurality of Parallel Inverters and Control Method Based on Maximum Power Point Tracking ,(Arezzo),N/A,Italy,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100283325%22.PGNR.&OS=DN/20100283325&RS=DN/20100283325
2010,Solar Mounting/Rack,"12/665,517",Solar Module with a Frame for Mounting a Solar panel,"Warrenville, IL",IL,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100294340%22.PGNR.&OS=DN/20100294340&RS=DN/20100294340
2010,Solar Mounting/Rack,"12/676,138",Mounting System for Solar Modules,"San Jose, CA",CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100236610%22.PGNR.&OS=DN/20100236610&RS=DN/20100236610
2011,Solar Monitoring,"12/677,768 ",Method and Device for Measuring Monitoring ,Belo Horizonte,N/A,Brazil,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110125422%22.PGNR.&OS=DN/20110125422&RS=DN/20110125422
2010,Solar Inverter,"12/709,166",Inverter for a Distributed Power Generator ,Kingston,N/A,Canada,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100236612%22.PGNR.&OS=DN/20100236612&RS=DN/20100236612
2010,Solar Mounting/Rack,"12/710,328",MODULAR SOLAR RACKING SYSTEM,"(San Francisco, CA)",CA,USA,http://www.google.com/patents?id=_szUAAAAEBAJ&zoom=4&dq=solar%20rack!&pg=PA1#v=onepage&q=solar%20rack!&f=false
2011,Solar Mounting/Rack,"12/713,885",SOCKET ASSEMBLY FOR A PHOTOVOLTAIC PACKAGE,"Berwyn, PA",PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110209758%22.PGNR.&OS=DN/20110209758&RS=DN/20110209758
2011,Solar Mounting/Rack,"12/713,894",PHOTOVOLTAIC FRAMED MODULE ARRAY MOUNT UTILIZING ASYMMETRIC RAIL ,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110209745%22.PGNR.&OS=DN/20110209745&RS=DN/20110209745
2011,Solar Inverter,"12/714,029",SYSTEM AND METHOD FOR A SINGLE STAGE POWER CONVERSION SYSTEM ,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110210608%22.PGNR.&OS=DN/20110210608&RS=DN/20110210608
2010,Solar Mounting/Rack,"12/715,791",WATERTIGHT CONNECTOR AND PHOTOVOLTAIC POWER GENERATING APPARATUS,Tokyo,N/A,Japan,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100258157%22.PGNR.&OS=DN/20100258157&RS=DN/20100258157
2011,Solar Inverter,"12/716,654",APPARATUS AND METHODOLOGY FOR MAXIMUM POWER POINT TRACKING FOR A SOLAR PANEL,"Milpitas, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110109346%22.PGNR.&OS=DN/20110109346&RS=DN/20110109346
2010,Solar Inverter,"12/719,662",Power Generation System and Inverter for Feeding Power Into a Three-Phase Grid,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100226160%22.PGNR.&OS=DN/20100226160&RS=DN/20100226160
2010,Solar Inverter,"12/722,027",Inverter Cooler,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100302731%22.PGNR.&OS=DN/20100302731&RS=DN/20100302731
2011,Solar Inverter,"12/722,096",Adaptive Photovoltaic Inverter,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110044083%22.PGNR.&OS=DN/20110044083&RS=DN/20110044083
2011,Solar Inverter,"12/722,129",Photovoltaic Inverter Power System,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110222327%22.PGNR.&OS=DN/20110222327&RS=DN/20110222327
2010,Solar Mounting/Rack,"12/723,476",SYSTEM AND METHOD FOR MOUNTING PHOTOVOLTAIC PANELS,"Boulder, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100229367%22.PGNR.&OS=DN/20100229367&RS=DN/20100229367
2011,Solar Inverter,"12/729,304","POWER CONVERSION SYSTEM AND METHOD PROVIDING MAXIMUM EFFICIENCY OF POWER CONVERSION FOR A PHOTOVOLTAIC SYSTEM, AND PHOTOVOLTAIC SYSTEM EMPLOYING A PHOTOVOLTAIC ARRAY AND AN ENERGY STORAGE DEVICE ","Cleveland, OH",OH,USA ,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110232714%22.PGNR.&OS=DN/20110232714&RS=DN/20110232714
2010,Solar Monitoring,"12/730,012","Smart Device for Enabling Real-time Monitoring, Measuring, Managing and Reporting of Energy by Solar Panels and Method Therefore ","San Diego, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100241375%22.PGNR.&OS=DN/20100241375&RS=DN/20100241375
2011,Solar Mounting/Rack,"12/732,649",MINIMALLY PENETRATING PHOTOVOLTAIC ASSEMBLY FOR USE WITH A SLOPED ROOF AND RELATED METHODS ,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110232715%22.PGNR.&OS=DN/20110232715&RS=DN/20110232715
2010,Solar Monitoring,"12/733,391",METHOD FOR THEFT RECOGNITION ON A PHOTOVOLTAIC UNIT AND INVERTER FOR A PHOTOVOLTAIC UNIT ,Pettenbach,N/A,Austria,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100207764%22.PGNR.&OS=DN/20100207764&RS=DN/20100207764
2011,Solar Monitoring,"12/736,943 ",Solar Cell Output Characteristic Evaluation Apparatus and Solar Cell Output Characteristic Evaluation Method,Tokyo,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110068817%22.PGNR.&OS=DN/20110068817&RS=DN/20110068817
2010,Solar Mounting/Rack,"12/742,421",ELECTRICAL ENERGY AND DISTRIBUTION SYSTEM,Tomago,N/A,Australia,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100320837%22.PGNR.&OS=DN/20100320837&RS=DN/20100320837
2012,Solar Mounting/Rack,"12/742,554",JUNCTION BOX FOR A PHOTOVOLTAIC SOLAR PANEL,"Santa Clara, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120060919%22.PGNR.&OS=DN/20120060919&RS=DN/20120060919
2011,Solar Inverter,"12/745,345",ELECTRIC CIRCUIT FOR CONVERTING DIRECT CURRENT INTO ALTERNATING CURRENT,Sarriguren,N/A,Spain,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110019453%22.PGNR.&OS=DN/20110019453&RS=DN/20110019453
2010,Solar Inverter,"12/757,166",Photovoltaic Inverter with Option for Switching Between a Power Supply System with a Fixed Frequency and a Load Variable Frequency ,Ludenscheid,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100220508%22.PGNR.&OS=DN/20100220508&RS=DN/20100220508
2010,Solar Mounting/Rack,"12/757,686","Connecting device for a photovoltaic solar module, method for the production thereof and solar installation with such a connecting device ",Bensheim,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100259105%22.PGNR.&OS=DN/20100259105&RS=DN/20100259105
2010,Solar Monitoring,"12/757,989 ",Adaptive Power Control for Energy Harvesting ,"Richardson, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100259225%22.PGNR.&OS=DN/20100259225&RS=DN/20100259225
2011,Solar Inverter,"12/759,652","SOLAR POWER INVERTERS, INCLUDING SOLAR POWER INVERTERS HAVING SURGE PROTECTIVE DEVICES, AND ASSOCIATED METHODS ","Fort Collins, CO",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110211290%22.PGNR.&OS=DN/20110211290&RS=DN/20110211290
2010,Solar Mounting/Rack,"12/768,637","Photovoltaic System, a Terminal Box Thereof and a Voltage Converting Device",Wuxi,N/A,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100275991%22.PGNR.&OS=DN/20100275991&RS=DN/20100275991
2010,Solar Mounting/Rack,"12/771,079",MOUNTING SYSTEMS FOR SOLAR PANELS,"Saline, MI",MI,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100276558%22.PGNR.&OS=DN/20100276558&RS=DN/20100276558
